defect_id,severity,classification,file_path,file_category,line_number,column_name,current_runtime_risk,reopen_blocker,patch_status,patch_evidence
QENF_00120,high,INVALID_ROW_LEAK,src/features/market_gate.py,features,9,거래대금추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00121,high,INVALID_ROW_LEAK,src/ops/nav_update.py,ops,84,daily_return,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00122,high,INVALID_ROW_LEAK,src/ops/nav_update.py,ops,85,daily_return,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00123,high,INVALID_ROW_LEAK,src/ops/nav_update.py,ops,90,daily_return,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00124,high,INVALID_ROW_LEAK,src/ops/nav_update.py,ops,91,daily_return,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00125,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,44,동적유니버스포함,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00126,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,45,시가총액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00127,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,46,KRX종가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00128,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,47,외국인순매매량,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00129,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,48,외국인순매수금액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00130,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,54,동적유니버스포함,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00131,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,149,시가총액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00132,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,156,시가총액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00133,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,159,시가총액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00134,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,384,시가총액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00135,medium,MISSING_GUARD,scripts/fetch_kis_sector_snapshot.py,scripts,386,시가총액추정,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00136,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,185,시가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00137,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,186,고가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00138,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,187,저가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00139,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,188,종가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00140,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,189,거래량,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00141,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,191,Change,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00142,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,197,KRX종가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
QENF_00143,medium,MISSING_GUARD,scripts/host_data_collection.py,scripts,197,종가,inactive_infrastructure_path,true,audit_only_no_patch_needed,one-shot data acquisition / diagnostic script; no value-bearing pipeline output; rows read for inventory purposes only
